172.821356 1002.407907 -0.000000 172.821356 1002.407907 361.223616 1 3
173.959083 1029.149587 -7.624864 173.959083 1029.149587 347.308633 1 5
171.622971 974.240468 0.000000 171.622971 974.240468 348.998541 1 6
170.185834 940.461306 0.000000 170.185834 940.461306 351.997004 1 7
172.295114 990.038840 394.516286 172.295114 990.038840 -0.000000 1 14
159.038846 678.457004 -0.000000 159.038846 678.457004 249.172452 1 23
157.864355 650.851205 0.000000 157.864355 650.851205 250.367197 1 24
155.613794 597.952918 0.000000 155.613794 597.952918 103.471817 1 26
172.028797 983.779203 133.455254 172.028797 983.779203 0.000000 1 27
164.158834 798.799718 1000.000000 164.158834 798.799718 79.301062 1 29
163.277571 778.086088 237.185781 163.277571 778.086088 -0.000000 1 40
169.822870 931.930013 -0.000000 169.822870 931.930013 44.242093 1 41
154.973255 582.897362 93.151406 154.973255 582.897362 -0.000000 1 49
152.644429 528.159499 159.298325 152.644429 528.159499 -0.000000 1 50
167.433645 875.772494 -0.000000 167.433645 875.772494 332.840422 1 56
153.744097 554.006624 0.000000 153.744097 554.006624 151.005078 1 60
164.821425 814.373602 -0.000000 164.821425 814.373602 90.280598 1 61
183.117498 1244.413486 1000.000000 183.117498 1244.413486 31.654129 1 62
150.995394 489.399772 146.648813 150.995394 489.399772 0.000000 1 80
176.040145 1078.063896 500.486165 176.040145 1078.063896 -80.878681 1 82
-143.227928 1177.323173 -0.000000 -143.227928 1177.323173 361.223616 2 3
-115.853540 1327.371668 34.073851 -115.853540 1327.371668 593.501231 2 4
-161.007606 1079.866607 -0.000000 -161.007606 1079.866607 348.998541 2 6
-169.824906 1031.535930 -0.000000 -169.824906 1031.535930 351.997004 2 7
-203.877166 844.883710 0.000000 -203.877166 844.883710 216.673492 2 8
-196.579924 884.882422 0.000000 -196.579924 884.882422 202.998783 2 9
-192.124993 909.301440 -0.000000 -192.124993 909.301440 186.507533 2 10
-183.749012 955.213088 169.737845 -183.749012 955.213088 0.000000 2 11
-177.517214 989.371731 156.212062 -177.517214 989.371731 -0.000000 2 12
-150.098001 1139.665924 -11.944220 -150.098001 1139.665924 70.361791 2 13
-151.420451 1132.417122 422.471992 -151.420451 1132.417122 -27.522037 2 14
-162.530596 1071.518570 -0.000000 -162.530596 1071.518570 114.678151 2 15
-216.691291 774.645057 0.000000 -216.691291 774.645057 193.152943 2 18
-210.731328 807.313676 0.000000 -210.731328 807.313676 214.049268 2 19
-230.273458 700.196499 0.000000 -230.273458 700.196499 141.306622 2 20
-194.693759 895.221142 1000.000000 -194.693759 895.221142 0.000000 2 29
